169
114
114
108
104
93.9
92.7
85.8
85.5
79.4
78.4
78.2
75.3
74.6
72.7
71.7
69.9
63.2
57.5
55.6
55.1
55
53
52.6
52.5
51.8
45.6
41.2
39.8
39.5
36
35
33.3
29.4
29.3
29
21.3
20.4
19.7
19.2
18.6
10.5
8
7.53
6.91
5.76
5.72
5.66
4.3
3
1.49
